5.811040339702758573e+00,-1.992766935008305484e-02,-1.350981371592526251e-02,-4.506401133251948521e-02,1.381107508433967838e-02,-7.334414169259267230e-03,-3.472296325459570121e-02,9.331819883631062296e-03,-8.645153239648397520e-03,-5.401093274849760872e-02,2.876130784079155081e-03,7.709380060406072557e-03,7.837656504233903032e-02
5.811040339702759461e+00,-2.165580333475113778e-02,-1.350744492779319163e-02,-7.139157116885525012e-02,2.315789748239102316e-02,-5.758559962034861396e-03,-4.954923741660899328e-02,1.440179441716172432e-02,-2.112511265169399882e-02,-7.860764577211068471e-02,7.045102647414037446e-03,2.385875484700594740e-02,1.305376477141443892e-01
5.811040339702760349e+00,-1.846473969505300211e-02,-1.002935688509816285e-02,-9.014177898244199461e-02,2.956045958311596250e-02,1.798380008434422028e-03,-5.681276298462392682e-02,1.990011471470442411e-02,-3.165952469145403431e-02,-8.967576080435049612e-02,1.055788406323083031e-02,4.000555562253236414e-02,1.674982813201640608e-01
5.811040339702761237e+00,-1.392850409663431294e-02,-6.089570499067813864e-03,-1.048504463754956900e-01,3.353956421299066765e-02,1.227749310100314378e-02,-6.072982589856936592e-02,2.594842951975564332e-02,-4.010288033907903615e-02,-9.427679502114250099e-02,1.345435411141041038e-02,5.414355120591235471e-02,1.952348151966626089e-01
5.811040339702762125e+00,-9.105152128442836265e-03,-2.562500263503273562e-03,-1.169521450760233061e-01,3.555788527600171889e-02,2.377907726790612353e-02,-6.295555064427033054e-02,3.210141491355537890e-02,-4.705906635745667893e-02,-9.575969006408852069e-02,1.592800725763649644e-02,6.599200873810953660e-02,2.170407386408284012e-01
5.811040339702763013e+00,-4.345558800017945353e-03,3.712992289679217274e-04,-1.271950446084183228e-01,3.607454403215482747e-02,3.528259888557432750e-02,-6.422267385497072711e-02,3.803841698494124512e-02,-5.301066418404812297e-02,-9.577213224882447085e-02,1.808397493945762199e-02,7.573800619981894966e-02,2.347896849125533369e-01
5.811040339702763013e+00,2.237843439002263138e-04,2.754673516970368875e-03,-1.360415234448502930e-01,3.549815148958502392e-02,4.628434145965718005e-02,-6.488897691933870338e-02,4.359793925356404698e-02,-5.825741374402790967e-02,-9.514000356785033696e-02,1.996452733954847542e-02,8.367696746188568735e-02,2.495959605564744554e-01
5.811040339702763013e+00,4.558477661045824865e-03,4.689636471194410378e-03,-1.438040626834737601e-01,3.416235183892687294e-02,5.656078405564959888e-02,-6.514529422322139218e-02,4.872013504677587259e-02,-6.297538706640989914e-02,-9.427957062306815961e-02,2.158798475495273678e-02,9.010386765937153375e-02,2.621586665565869279e-01
5.811040339702763013e+00,8.648105108747250469e-03,6.279623271257183184e-03,-1.507037217114809702e-01,3.232482911962147876e-02,6.603510672420895289e-02,-6.510321159999182816e-02,5.339972946622635608e-02,-6.726893229550988396e-02,-9.339891186927071209e-02,2.296899212338993079e-02,9.528103903075678394e-02,2.729423968130647027e-01
5.811040339702763013e+00,1.249737216983633041e-02,7.611479455184590528e-03,-1.569012233830686387e-01,3.017743673235036977e-02,7.470543388426796605e-02,-6.483465956581825618e-02,5.765783690434159170e-02,-7.120267106019394221e-02,-9.259890206258829248e-02,2.412550356068362059e-02,9.943144872060295791e-02,2.822736955744764575e-01
5.811040339702763013e+00,1.611774958456470980e-02,8.752464639269477362e-03,-1.625158419825970813e-01,2.785933793699426134e-02,8.260684897972478402e-02,-6.439052046223978087e-02,6.152668243589971830e-02,-7.481940826691553525e-02,-9.192474696543868895e-02,2.507949211045163232e-02,1.027407229434492975e-01,2.903938040025501599e-01
5.811040339702763013e+00,1.952346735758338225e-02,9.752500127938658683e-03,-1.676377156252916723e-01,2.546938393207048151e-02,8.979134111075597058e-02,-6.380959690831605746e-02,6.504172799821540674e-02,-7.814985064448594365e-02,-9.139266909678725459e-02,2.585545284983660139e-02,1.053618894384167753e-01,2.974884301633690109e-01
5.811040339702763013e+00,2.272951790868459401e-02,1.064775064098761118e-02,-1.723361706484172196e-01,2.307641755709213122e-02,9.631721769115096643e-02,-6.312303938877972254e-02,6.823780264601408962e-02,-8.121784126469677734e-02,-9.100391375729369181e-02,2.647856006062408382e-02,1.074205516585642756e-01,3.037052113591694469e-01
5.811040339702763013e+00,2.575065511246155472e-02,1.146405991601234277e-02,-1.766654701786747328e-01,2.072733229045702064e-02,1.022435405797205710e-01,-6.235661328739434267e-02,7.114734328394090035e-02,-8.404318389114062704e-02,-9.075219372986348398e-02,2.697316732146966267e-02,1.090196512387408140e-01,3.091644177908514091e-01
5.811040339702763013e+00,2.860090803759971628e-02,1.221977680123530717e-02,-1.806688413731947218e-01,1.845315812914796391e-02,1.076272566104805456e-01,-6.153193536117712581e-02,7.379972848320726087e-02,-8.664317414582678456e-02,-9.062768889314624932e-02,2.736180698697572924e-02,1.102435623298655826e-01,3.139658285010138994e-01
5.811040339702763013e+00,3.129336681009917132e-02,1.292791679993860604e-02,-1.843813285061231821e-01,1.627356248536667577e-02,1.125217912645739560e-01,-6.066721760537267111e-02,7.622116500756274948e-02,-8.903343365008151156e-02,-9.061920815938036278e-02,2.766463808475903494e-02,1.111614992771020188e-01,3.181933595065882803e-01
5.811040339702763013e+00,3.384011353438626940e-02,1.359774862442919043e-02,-1.878318337503569746e-01,1.420013690454012718e-02,1.169764454299941497e-01,-5.977777298697868613e-02,7.843484100955300242e-02,-9.122836635885682444e-02,-9.071535460658000649e-02,2.789923233240852035e-02,1.118303076435423482e-01,3.219183176912931432e-01
5.811040339702763013e+00,3.625222993869521571e-02,1.423592924745213997e-02,-1.910445898726850777e-01,1.223877866127981960e-02,1.210362351482776599e-01,-5.887640180888483593e-02,8.046119505424115248e-02,-9.324140948630617320e-02,-9.090514087290264833e-02,2.808058891617509420e-02,1.122967329765953842e-01,3.252017783571921061e-01
5.811040339702763013e+00,3.853984429436117104e-02,1.484730237981708029e-02,-1.940402320559714844e-01,1.039140843922629030e-02,1.247419740614681277e-01,-5.797371303794161823e-02,8.231822229907029276e-02,-9.508517305432208355e-02,-9.117829694009363384e-02,2.822128956697800631e-02,1.125992598075465367e-01,3.280963801710947703e-01
5.811040339702763013e+00,4.071219682615391522e-02,1.543545382868274397e-02,-1.968365846089034643e-01,8.657205632693208003e-03,1.281304850207555801e-01,-5.707840485640647971e-02,8.402177791851016264e-02,-9.677151978256820497e-02,-9.152540411658650898e-02,2.833172932086977167e-02,1.127696020345203692e-01,3.306477173569962735e-01
5.811040339702763013e+00,4.277771202920886001e-02,1.600309481562012248e-02,-1.994492434286959381e-01,7.033495019805280531e-03,1.312348754386285232e-01,-5.619751504815560794e-02,8.558585875757299122e-02,-9.831161388250460320e-02,-9.193793072438354030e-02,2.842037895585105417e-02,1.128339123795573939e-01,3.328954435204993234e-01
5.811040339702763013e+00,4.474407148528149886e-02,1.655232525686926859e-02,-2.018920111431529163e-01,5.516382107580749226e-03,1.340848382943282402e-01,-5.533664591724488102e-02,8.702285543419380209e-02,-9.971595447760676911e-02,-9.240821294141855768e-02,2.849405093087181359e-02,1.128137659724998271e-01,3.348741625944346434e-01
5.811040339702763013e+00,4.661828373284891691e-02,1.708481412196346041e-02,-2.041772252825896916e-01,4.101207418971577860e-03,1.367069565932753084e-01,-5.450016607133716107e-02,8.834377306431345778e-02,-1.009944021745333570e-01,-9.292940622195540457e-02,2.855815202154778076e-02,1.127269622748410527e-01,3.366141584718010948e-01
5.811040339702763013e+00,4.840674945921194516e-02,1.760192292118052323e-02,-2.063160082648118343e-01,2.782870280653927837e-03,1.391249985251180876e-01,-5.369139059563508842e-02,8.955842182355686076e-02,-1.021562032504980677e-01,-9.349542233352503562e-02,2.861691362036923245e-02,1.125881806523089390e-01,3.381419996640239178e-01
5.811040339702763013e+00,5.011532127801519160e-02,1.810479038860685758e-02,-2.083184598491942818e-01,1.556058440088633208e-03,1.413601962790591304e-01,-5.291274096715169878e-02,9.067557998656081142e-02,-1.032100136349168307e-01,-9.410086093051084344e-02,2.867359576133359303e-02,1.124095177486097996e-01,3.394810453066545719e-01
5.811040339702763013e+00,5.174935792950994401e-02,1.859439078041986992e-02,-2.101938069705873990e-01,4.154096251419018334e-04,1.434315049741426984e-01,-5.216588609750532485e-02,9.170313262445221880e-02,-1.041639235901609950e-01,-9.474094090640310106e-02,2.873066411628524830e-02,1.122009291231528816e-01,3.406518720455466998e-01
5.811040339702763013e+00,5.331377306390201742e-02,1.907157426854984641e-02,-2.119505217788224261e-01,-6.443761535929492298e-04,1.453558403135751798e-01,-5.145186596889533837e-02,9.264818920193397533e-02,-1.050254833079053429e-01,-9.541143452067595010e-02,2.878994109206653440e-02,1.119705931127525783e-01,3.416726366082719069e-01
5.811040339702763013e+00,5.481307894033923822e-02,1.953709518966618638e-02,-2.135964157890390958e-01,-1.628459989921525464e-03,1.471482948862905815e-01,-5.077119937718589660e-02,9.351718313060194965e-02,-1.058017292871747256e-01,-9.610860591116257567e-02,2.885273317211763805e-02,1.117252113170792982e-01,3.425593854920860881e-01
5.811040339702763013e+00,5.625142545545518125e-02,1.999163204581029529e-02,-2.151387159486277678e-01,-2.541813337681196779e-03,1.488223338244405169e-01,-5.012397730142938851e-02,9.431595603686827867e-02,-1.064992112035692134e-01,-9.682915474669424871e-02,2.891993710254387590e-02,1.114702572893250254e-01,3.433263207406179740e-01
5.811040339702763013e+00,5.763263494245134122e-02,2.043580188427803618e-02,-2.165841269092192434e-01,-3.389186002657901438e-03,1.503899709735582735e-01,-4.950994338359580860e-02,9.504982916569569562e-02,-1.071240189312741009e-01,-9.757016524940415048e-02,2.899212763310905078e-02,1.112101827771827811e-01,3.439860289538979043e-01
5.811040339702763013e+00,5.896023317698607935e-02,2.087017082517154259e-02,-2.179388826895451436e-01,-4.175087673565178528e-03,1.518619269639817915e-01,-4.892856293508233978e-02,9.572366400604437331e-02,-1.076818093899973156e-01,-9.832906050020129296e-02,2.906962943038089719e-02,1.109485890791918755e-01,3.445496792942226438e-01
