5.809908866191420884e+00,-1.753779886373818889e-02,-1.238302452242476953e-02,-4.187419834327744256e-02,1.402044409778055445e-02,-7.576199302151584609e-03,-3.183589428922634079e-02,9.403774466181400934e-03,-9.021865619401216521e-03,-5.242027102884024015e-02,4.497886651113301715e-03,1.054054387774526480e-02,7.860562229156867198e-02
5.808871516258140133e+00,-1.897519474996083727e-02,-1.226103224294597741e-02,-6.717132190337783693e-02,2.385451509999955005e-02,-5.538979149893316807e-03,-4.553962606662726592e-02,1.543373908137915702e-02,-2.070041073904125076e-02,-7.650574766480736089e-02,9.138528226776580082e-03,2.765311847762464206e-02,1.312676044891758209e-01
5.808010653899078335e+00,-1.583149043695848690e-02,-8.801635195060490691e-03,-8.540788736220848720e-02,3.063985727429566208e-02,2.424697751191113616e-03,-5.206908566306030217e-02,2.177439923785126630e-02,-3.052596084271519059e-02,-8.740155358457649126e-02,1.280809103117423048e-02,4.426515387931637124e-02,1.688211599473455893e-01
5.807319838839106296e+00,-1.138017728737294662e-02,-4.887794229036873661e-03,-9.976759993965403361e-02,3.487002287304160481e-02,1.317686886417139547e-02,-5.535650859001457758e-02,2.847061862269980453e-02,-3.847496605107404710e-02,-9.198108198643362154e-02,1.574159132697644861e-02,5.868378210359842528e-02,1.971517298920485439e-01
5.806772117796778154e+00,-6.642560711143099747e-03,-1.383508874149748987e-03,-1.116018781631383655e-01,3.703526447380120490e-02,2.484761252253626929e-02,-5.699909289112603528e-02,3.512971554245072903e-02,-4.510023994423888877e-02,-9.352441972974656625e-02,1.819056736050633782e-02,7.071639584146327540e-02,2.195083533053097946e-01
5.806339199874186008e+00,-1.970961483384526224e-03,1.528837713765071691e-03,-1.216334481565699149e-01,3.762262248171415607e-02,3.645030892697435215e-02,-5.771857539031814699e-02,4.147841949172656473e-02,-5.083110327640410347e-02,-9.364314751860451647e-02,2.028550414341511593e-02,8.058574157100803492e-02,2.377459666851678421e-01
5.805996557012103487e+00,2.505271188210835692e-03,3.892125649161341187e-03,-1.303131087300763158e-01,3.706195352024973383e-02,4.750529381125259687e-02,-5.787147721175643633e-02,4.738510628953476744e-02,-5.593135151751909423e-02,-9.314112500542470752e-02,2.208357481572631106e-02,8.860715055310834642e-02,2.529743566749426686e-01
5.805724286070720552e+00,6.741016126166708873e-03,5.809904232471669802e-03,-1.379460332407338452e-01,3.570240028894745843e-02,5.780473052440594783e-02,-5.764909227349603732e-02,5.280760729157942673e-02,-6.055441256138714007e-02,-9.242091841406671615e-02,2.361297530027953520e-02,9.508855077607275552e-02,2.658954650894854166e-01
5.805506699988179697e+00,1.072639122821998810e-02,7.387385384432873341e-03,-1.447477837760741126e-01,3.381298439476599499e-02,6.728196693725088662e-02,-5.716331314289081755e-02,5.775124971530842810e-02,-6.479024380600795219e-02,-9.168226235896848042e-02,2.489506849812144970e-02,1.003011565651541342e-01,2.769801082114119462e-01
5.805331606505408359e+00,1.446708464985186487e-02,8.712819369894205662e-03,-1.508745680403005829e-01,3.159393140376949571e-02,7.594185188339226678e-02,-5.648578956792585370e-02,6.224382791525849556e-02,-6.869400320740003119e-02,-9.102111475288489351e-02,2.595234951267166856e-02,1.044741365861495269e-01,2.865622016567656583e-01
